"province","date","confirmed","deaths","recovered","tested","ICU","hospital","population","Lat","Long","confirmed_dailyAvg7","confirmed_1M","deaths_dailyAvg7","deaths_1M","caseFatality","recovered_dailyAvg7","recovered_1M","tested_daily","tested_1M"
"Manitoba",2020-04-10,230,4,92,16220,5,10,1360396,53.7609,-98.8139,6.85714285714286,169.068418313491,0.285714285714286,2.9403203184955,1.73913043478261,11.5714285714286,67.6273673253964,961,11922.9988914992
"New Brunswick",2020-04-10,112,0,60,7353,3,5,772094,46.5653,-66.4619,2.42857142857143,145.060057454144,0,0,0,5,77.7107450647201,423,9523.45180768145
"Newfoundland and Labrador",2020-04-10,239,3,103,4520,0,7,523790,53.1355,-57.6604,6.28571428571428,456.289734435556,0.285714285714286,5.72748620630405,1.25523012552301,13.1428571428571,196.643693083106,130,8629.41255083144
"Nova Scotia",2020-04-10,407,2,93,13421,4,8,965382,44.682,-63.7443,28.5714285714286,421.5947676671,0.285714285714286,2.07171876003489,0.491400491400491,10.2857142857143,96.3349223416223,871,13902.2687392141
"Northwest Territories",2020-04-10,5,0,1,1474,0,0,44598,64.8255,-124.8457,0.142857142857143,112.112650791515,0,0,0,0,22.4225301583031,45,33050.8094533387
"Ontario",2020-04-10,6804,268,2574,92673,260,673,14446515,51.2538,-85.3232,445.428571428571,470.978640869442,23.5714285714286,18.551186912553,3.93885949441505,221.571428571429,178.174459376535,3975,6414.90352517545
"Prince Edward Island",2020-04-10,25,0,17,1630,0,0,154748,46.5107,-63.4168,0.428571428571429,161.552976452038,0,0,0,1.85714285714286,109.856023987386,0,10533.2540646729
"Quebec",2020-04-10,11677,241,1341,120938,186,733,8433301,52.9399,-73.5491,796.571428571428,1384.62981458862,25.7142857142857,28.5771846635143,2.06388627215894,147.857142857143,159.012467360053,4293,14340.5292897763
"Repatriated",2020-04-10,13,0,13,0,0,0,0,0,0,0,Inf,0,NA,0,0.142857142857143,Inf,0,NA
"Saskatchewan",2020-04-10,285,3,136,17634,2,8,1168423,52.9399,-106.4509,9.28571428571428,243.918512388065,0,2.56756328829542,1.05263157894737,12.5714285714286,116.396202402726,962,15092.1370086005
"Yukon",2020-04-10,8,0,4,794,0,0,40369,64.2823,-135,0.285714285714286,198.171864549531,0,0,0,0,99.0859322747653,0,19668.5575565409
"Canada",2020-04-10,22715,615,6026,402532,540,1626,37949851,56.130367,-106.346771,1390.71428571429,598.553074687961,56,16.205597223557,2.70746202949593,527.285714285714,158.788502226267,13783,10606.9454660046
"Alberta",2020-04-11,1569,40,774,75278,15,54,4345737,53.9333,-116.5765,55.4285714285714,361.043477780639,2.85714285714286,9.20442263303095,2.54939451880178,82.5714285714286,178.105577949149,2908,17322.2631742326
"British Columbia",2020-04-11,1445,58,905,53505,63,134,5020302,53.7267,-127.6476,34.5714285714286,287.831289830771,2.85714285714286,11.5530898340379,4.01384083044983,28.7142857142857,180.268039651798,0,10657.7253718999
"Manitoba",2020-04-11,242,4,96,16383,5,8,1360396,53.7609,-98.8139,6.85714285714286,177.889379268978,0.285714285714286,2.9403203184955,1.65289256198347,11.2857142857143,70.5676876438919,163,12042.8169444779
"New Brunswick",2020-04-11,112,0,70,7683,3,5,772094,46.5653,-66.4619,2,145.060057454144,0,0,0,6,90.6625359088401,330,9950.86090553741
"Newfoundland and Labrador",2020-04-11,241,3,120,4726,0,6,523790,53.1355,-57.6604,5.42857142857143,460.108058573092,0.285714285714286,5.72748620630405,1.2448132780083,14.5714285714286,229.099448252162,206,9022.69993699765
"Nova Scotia",2020-04-11,428,2,95,14060,4,8,965382,44.682,-63.7443,27.4285714285714,443.347814647466,0.285714285714286,2.07171876003489,0.467289719626168,6.42857142857143,98.4066411016572,639,14564.1828830453
"Northwest Territories",2020-04-11,5,0,1,1477,0,0,44598,64.8255,-124.8457,0.142857142857143,112.112650791515,0,0,0,0,22.4225301583031,3,33118.0770438136
"Ontario",2020-04-11,7293,289,2858,96321,257,691,14446515,51.2538,-85.3232,467.428571428571,504.827634900182,22.2857142857143,20.0048246930142,3.96270396270396,234.142857142857,197.833179836106,3648,6667.42117389557
"Prince Edward Island",2020-04-11,25,0,17,1821,0,0,154748,46.5107,-63.4168,0.428571428571429,161.552976452038,0,0,0,1.57142857142857,109.856023987386,191,11767.5188047665
"Quebec",2020-04-11,12292,289,1563,125615,211,778,8433301,52.9399,-73.5491,756.428571428571,1457.55499536895,30.5714285714286,34.2689060902724,2.35112268141881,160.857142857143,185.336678958809,4677,14895.1163962961
"Repatriated",2020-04-11,13,0,13,0,0,0,0,0,0,0,Inf,0,NA,0,0,Inf,0,NA
"Saskatchewan",2020-04-11,289,4,147,18448,1,8,1168423,52.9399,-106.4509,8.28571428571428,247.341930105792,0.142857142857143,3.42341771772723,1.3840830449827,13.1428571428571,125.810601126476,814,15788.802514158
"Yukon",2020-04-11,8,0,4,794,0,0,40369,64.2823,-135,0.285714285714286,198.171864549531,0,0,0,0,99.0859322747653,0,19668.5575565409
"Canada",2020-04-11,23962,689,6663,416111,559,1692,37949851,56.130367,-106.346771,1364.71428571429,631.412228733125,59.5714285714286,18.155539003302,2.87538602787747,559.285714285714,175.573811870829,13579,10964.7597825878
"Alberta",2020-04-12,1651,44,823,77316,15,53,4345737,53.9333,-116.5765,57.2857142857143,379.912544178352,3,10.124864896334,2.66505148394912,77.7142857142857,189.380995674612,2038,17791.2285073855
"British Columbia",2020-04-12,1445,58,905,53505,60,136,5020302,53.7267,-127.6476,34.5714285714286,287.831289830771,2.85714285714286,11.5530898340379,4.01384083044983,28.7142857142857,180.268039651798,0,10657.7253718999
"Manitoba",2020-04-12,242,4,96,17221,4,8,1360396,53.7609,-98.8139,5.57142857142857,177.889379268978,0.285714285714286,2.9403203184955,1.65289256198347,11.2857142857143,70.5676876438919,838,12658.8140512027
"New Brunswick",2020-04-12,114,0,70,7963,3,7,772094,46.5653,-66.4619,1.85714285714286,147.650415622968,0,0,0,6,90.6625359088401,280,10313.5110491728
"Newfoundland and Labrador",2020-04-12,242,3,129,4812,0,7,523790,53.1355,-57.6604,3.57142857142857,462.01722064186,0.285714285714286,5.72748620630405,1.2396694214876,14.4285714285714,246.281906871074,86,9186.8878749117
"Nova Scotia",2020-04-12,445,2,97,14740,4,9,965382,44.682,-63.7443,26.1428571428571,460.957424107763,0.285714285714286,2.07171876003489,0.449438202247191,6.28571428571428,100.478359861692,680,15268.5672614571
"Northwest Territories",2020-04-12,5,0,1,1485,0,0,44598,64.8255,-124.8457,0.142857142857143,112.112650791515,0,0,0,0,22.4225301583031,8,33297.45728508
"Ontario",2020-04-12,7726,302,3121,103165,261,738,14446515,51.2538,-85.3232,469.285714285714,534.800261516359,23,20.9046956999664,3.90887910950039,238.857142857143,216.038262515216,6844,7141.16864863256
"Prince Edward Island",2020-04-12,25,0,17,1821,0,0,154748,46.5107,-63.4168,0.428571428571429,161.552976452038,0,0,0,1.57142857142857,109.856023987386,0,11767.5188047665
"Quebec",2020-04-12,12846,328,1745,129021,217,824,8433301,52.9399,-73.5491,700.285714285714,1523.24694683612,33.4285714285714,38.8934297495133,2.55332399190409,183,206.9177893686,3406,15298.9914625364
"Repatriated",2020-04-12,13,0,13,0,0,0,0,0,0,0,Inf,0,NA,0,0,Inf,0,NA
"Saskatchewan",2020-04-12,298,4,164,19276,0,7,1168423,52.9399,-106.4509,7,255.044619970678,0.142857142857143,3.42341771772723,1.34228187919463,13.8571428571429,140.360126426816,828,16497.4499817275
"Yukon",2020-04-12,8,0,4,794,0,0,40369,64.2823,-135,0.285714285714286,198.171864549531,0,0,0,0,99.0859322747653,0,19668.5575565409
"Canada",2020-04-12,25060,745,7185,431119,564,1789,37949851,56.130367,-106.346771,1306.42857142857,660.345148654207,63.2857142857143,19.6311706204064,2.97286512370311,581.714285714286,189.328806587409,15008,11360.2290559718
"Alberta",2020-04-13,1732,46,877,79781,14,53,4345737,53.9333,-116.5765,54.8571428571428,398.55150001024,3.14285714285714,10.5850860279856,2.65588914549654,73.7142857142857,201.806966229203,2465,18358.451052146
"British Columbia",2020-04-13,1490,69,926,56142,58,137,5020302,53.7267,-127.6476,32,296.794894012352,4.28571428571429,13.7441930784244,4.63087248322148,20.4285714285714,184.451054936536,2637,11182.9925769406
"British Columbia",2020-04-13,1490,69,926,56142,58,137,5020302,53.7267,-127.6476,28.4285714285714,296.794894012352,3.71428571428571,13.7441930784244,4.63087248322148,17.2857142857143,184.451054936536,0,11182.9925769406
"Manitoba",2020-04-13,244,4,99,17245,4,8,1360396,53.7609,-98.8139,5.71428571428571,179.359539428225,0.285714285714286,2.9403203184955,1.63934426229508,11.7142857142857,72.7729278827635,24,12676.4559731137
"New Brunswick",2020-04-13,116,0,74,8199,3,5,772094,46.5653,-66.4619,1.85714285714286,150.240773791792,0,0,0,6.28571428571429,95.8432522464881,236,10619.173313094
"Newfoundland and Labrador",2020-04-13,244,3,133,4907,0,8,523790,53.1355,-57.6604,2.57142857142857,465.835544779396,0.142857142857143,5.72748620630405,1.22950819672131,14.4285714285714,253.918555146146,95,9368.25827144466
"Nova Scotia",2020-04-13,474,3,101,16054,4,9,965382,44.682,-63.7443,25.8571428571429,490.997346128268,0.428571428571429,3.10757814005233,0.632911392405063,5.28571428571429,104.621797381762,1314,16629.6864868
"Northwest Territories",2020-04-13,5,0,2,1486,0,0,44598,64.8255,-124.8457,0,112.112650791515,0,0,0,0.142857142857143,44.8450603166061,1,33319.8798152384
"Northwest Territories",2020-04-13,5,0,2,1486,0,0,44598,64.8255,-124.8457,0,112.112650791515,0,0,0,0.142857142857143,44.8450603166061,0,33319.8798152384
"Ontario",2020-04-13,8220,332,3357,108230,263,760,14446515,51.2538,-85.3232,482.142857142857,568.995359780542,24.2857142857143,22.9813211006253,4.03892944038929,247.571428571429,232.374382333732,5065,7491.77223711047
"Prince Edward Island",2020-04-13,25,0,23,1912,0,0,154748,46.5107,-63.4168,0.428571428571429,161.552976452038,0,0,0,2.14285714285714,148.628738335875,91,12355.5716390519
"Quebec",2020-04-13,13557,360,1982,134215,226,879,8433301,52.9399,-73.5491,711,1607.55557046997,34.1428571428571,42.6879107006853,2.65545474662536,195.857142857143,235.020663913217,5194,15914.8831519235
"Repatriated",2020-04-13,13,0,13,0,0,0,0,0,0,0,Inf,0,NA,0,0,Inf,0,NA
"Saskatchewan",2020-04-13,300,4,178,19804,0,8,1168423,52.9399,-106.4509,6.71428571428571,256.756328829542,0.142857142857143,3.42341771772723,1.33333333333333,13.8571428571429,152.342088438862,528,16949.3411204675
"Yukon",2020-04-13,8,0,6,832,0,0,40369,64.2823,-135,0.142857142857143,198.171864549531,0,0,0,0.285714285714286,148.628898412148,38,20609.8739131512
"Canada",2020-04-13,26428,821,7771,448807,630,2004,37949851,56.130367,-106.346771,1323.28571428571,696.392721014899,66.8571428571428,21.6338135293338,3.10655365521417,591.714285714286,204.770237437823,17688,11826.31784246
"Alberta",2020-04-14,1870,48,914,82649,15,62,4345737,53.9333,-116.5765,71,430.306758094197,3.14285714285714,11.0453071596371,2.5668449197861,66.7142857142857,210.321057164757,2868,19018.4081549344
"British Columbia",2020-04-14,1517,72,942,58626,58,134,5020302,53.7267,-127.6476,25.8571428571429,302.173056521301,3.42857142857143,14.3417666905298,4.7462096242584,14.8571428571429,187.638114201098,2484,11677.7835277639
"Manitoba",2020-04-14,244,4,99,17709,4,9,1360396,53.7609,-98.8139,3.85714285714286,179.359539428225,0.142857142857143,2.9403203184955,1.63934426229508,11.1428571428571,72.7729278827635,464,13017.5331300592
"New Brunswick",2020-04-14,116,0,75,8449,3,5,772094,46.5653,-66.4619,1.57142857142857,150.240773791792,0,0,0,5.14285714285714,97.1384313309001,250,10942.968084197
"Newfoundland and Labrador",2020-04-14,244,3,149,5021,0,8,523790,53.1355,-57.6604,2.28571428571429,465.835544779396,0.142857142857143,5.72748620630405,1.22950819672131,14.2857142857143,284.465148246435,114,9585.90274728422
"Nova Scotia",2020-04-14,517,3,124,17272,4,10,965382,44.682,-63.7443,29.5714285714286,535.539299469018,0.285714285714286,3.10757814005233,0.580270793036751,8.28571428571428,128.446563122163,1218,17891.3632116613
"Northwest Territories",2020-04-14,5,0,2,1508,0,0,44598,64.8255,-124.8457,0,112.112650791515,0,0,0,0.142857142857143,44.8450603166061,22,33813.175478721
"Ontario",2020-04-14,8780,397,3568,113082,255,769,14446515,51.2538,-85.3232,484.142857142857,607.759033926175,29.7142857142857,27.4806761353863,4.52164009111617,252.285714285714,246.979980985033,4852,7827.63178524371
"Prince Edward Island",2020-04-14,25,0,23,1963,0,0,154748,46.5107,-63.4168,0.428571428571429,161.552976452038,0,0,0,2.14285714285714,148.628738335875,51,12685.139711014
"Quebec",2020-04-14,14248,435,2146,139845,230,936,8433301,52.9399,-73.5491,701.142857142857,1689.49264350934,40.7142857142857,51.5812254299947,3.05306007860752,203.714285714286,254.467378787974,5630,16582.4746442704
"Repatriated",2020-04-14,13,0,13,0,0,0,0,0,0,0,Inf,0,NA,0,0,Inf,0,NA
"Saskatchewan",2020-04-14,301,4,187,20282,0,7,1168423,52.9399,-106.4509,5.85714285714286,257.612183258974,0.142857142857143,3.42341771772723,1.32890365448505,14.1428571428571,160.044778303748,478,17358.4395377359
"Yukon",2020-04-14,8,0,6,832,0,0,40369,64.2823,-135,0.142857142857143,198.171864549531,0,0,0,0.285714285714286,148.628898412148,0,20609.8739131512
"Canada",2020-04-14,27888,966,8248,467238,569,1940,37949851,56.130367,-106.346771,1332.28571428571,734.864545317978,78.4285714285714,25.4546453950504,3.46385542168675,597.857142857143,217.339456747801,18431,12311.9850984395
"Alberta",2020-04-15,1996,48,914,85502,15,58,4345737,53.9333,-116.5765,81.8571428571428,459.300689388244,2.71428571428571,11.0453071596371,2.40480961923848,56.4285714285714,210.321057164757,2853,19674.9135992353
"British Columbia",2020-04-15,1561,75,955,57997,59,131,5020302,53.7267,-127.6476,27.2857142857143,310.937469498847,3.57142857142857,14.9393403026352,4.80461242793081,13.8571428571429,190.227599853555,-629,11552.4922604258
"Manitoba",2020-04-15,246,5,108,17902,4,9,1360396,53.7609,-98.8139,3.57142857142857,180.829699587473,0.285714285714286,3.67540039811937,2.03252032520325,5.57142857142857,79.3886485993784,193,13159.4035854266
"New Brunswick",2020-04-15,117,0,77,8824,3,5,772094,46.5653,-66.4619,1.28571428571429,151.535952876204,0,0,0,3.85714285714286,99.7287894997241,375,11428.6602408515
"Newfoundland and Labrador",2020-04-15,247,3,159,5166,0,8,523790,53.1355,-57.6604,2.14285714285714,471.5630309857,0.142857142857143,5.72748620630405,1.21457489878543,12.1428571428571,303.556768934115,145,9862.73124725558
"Nova Scotia",2020-04-15,549,3,137,17968,4,9,965382,44.682,-63.7443,29.5714285714286,568.686799629577,0.285714285714286,3.10757814005233,0.546448087431694,8.57142857142857,141.91273506239,696,18612.3213401534
"Northwest Territories",2020-04-15,5,0,2,1511,0,0,44598,64.8255,-124.8457,0,112.112650791515,0,0,0,0.142857142857143,44.8450603166061,3,33880.4430691959
"Ontario",2020-04-15,9302,445,3902,119092,254,795,14446515,51.2538,-85.3232,494.857142857143,643.89231589764,33.4285714285714,30.8032767764405,4.7839174371103,261.142857142857,270.099743779036,6010,8243.64907384238
"Prince Edward Island",2020-04-15,26,0,23,2031,0,0,154748,46.5107,-63.4168,0.142857142857143,168.01509551012,0,0,0,0.857142857142857,148.628738335875,68,13124.5638069636
"Quebec",2020-04-15,14860,487,2491,145779,218,984,8433301,52.9399,-73.5491,689.857142857143,1762.06209170051,44.5714285714286,57.7472569756493,3.27725437415882,237.714285714286,295.376626542797,5934,17286.1137056533
"Repatriated",2020-04-15,13,0,13,0,0,0,0,0,0,0,Inf,0,NA,0,0,Inf,0,NA
"Saskatchewan",2020-04-15,304,4,205,20907,0,8,1168423,52.9399,-106.4509,4.71428571428571,260.179746547269,0.142857142857143,3.42341771772723,1.31578947368421,14.5714285714286,175.45015803352,625,17893.3485561308
"Yukon",2020-04-15,8,0,6,841,0,0,40369,64.2823,-135,0,198.171864549531,0,0,0,0.285714285714286,148.628898412148,9,20832.8172607694
"Canada",2020-04-15,29234,1070,8992,483520,557,2007,37949851,56.130367,-106.346771,1340.14285714286,770.332405257665,85.4285714285714,28.19510411253,3.66012177601423,618,236.944276803616,16282,12741.0249911126
"Alberta",2020-04-16,2158,50,914,85502,13,61,4345737,53.9333,-116.5765,101,496.578601052019,2.57142857142857,11.5055282912887,2.31696014828545,46,210.321057164757,0,19674.9135992353
"British Columbia",2020-04-16,1575,77,966,59129,56,120,5020302,53.7267,-127.6476,23.5714285714286,313.726146355339,3.14285714285714,15.3377227107055,4.88888888888889,12.4285714285714,192.418703097941,1132,11777.9767033935
"Manitoba",2020-04-16,250,5,121,18349,4,8,1360396,53.7609,-98.8139,3.71428571428571,183.770019905969,0.285714285714286,3.67540039811937,2,6.42857142857143,88.9446896344888,447,13487.9843810185
"New Brunswick",2020-04-16,117,0,80,9314,3,6,772094,46.5653,-66.4619,0.857142857142857,151.535952876204,0,0,0,3.85714285714286,103.61432675296,490,12063.2979922134
"Newfoundland and Labrador",2020-04-16,252,3,170,5370,0,7,523790,53.1355,-57.6604,2.28571428571429,481.10884132954,0.142857142857143,5.72748620630405,1.19047619047619,10.5714285714286,324.557551690563,204,10252.2003092843
"Nova Scotia",2020-04-16,579,3,176,19032,4,11,965382,44.682,-63.7443,29.4285714285714,599.7625810301,0.142857142857143,3.10757814005233,0.518134715025907,13.4285714285714,182.31125088307,1064,19714.475720492
"Northwest Territories",2020-04-16,5,0,2,1546,0,0,44598,64.8255,-124.8457,0,112.112650791515,0,0,0,0.142857142857143,44.8450603166061,35,34665.2316247365
"Ontario",2020-04-16,9821,498,4194,128093,248,807,14446515,51.2538,-85.3232,489.142857142857,679.81793532904,37.8571428571429,34.471981650938,5.07076672436615,269.857142857143,290.312231012116,9001,8866.70591488674
"Prince Edward Island",2020-04-16,26,0,23,2149,0,0,154748,46.5107,-63.4168,0.142857142857143,168.01509551012,0,0,0,0.857142857142857,148.628738335875,118,13887.0938558172
"Quebec",2020-04-16,15857,609,2841,151510,209,1018,8433301,52.9399,-73.5491,706.428571428571,1880.28388883546,56.1428571428571,72.2137156019926,3.84057514031658,247,336.878761946241,5731,17965.6815285023
"Repatriated",2020-04-16,13,0,13,0,0,0,0,0,0,0,Inf,0,NA,0,0,Inf,0,NA
"Saskatchewan",2020-04-16,305,4,219,21569,0,7,1168423,52.9399,-106.4509,3.85714285714286,261.035600976701,0.142857142857143,3.42341771772723,1.31147540983607,14.8571428571429,187.432120045566,662,18459.9241884146
"Yukon",2020-04-16,8,0,6,841,0,0,40369,64.2823,-135,0,198.171864549531,0,0,0,0.285714285714286,148.628898412148,0,20832.8172607694
"Canada",2020-04-16,30966,1249,9725,502404,537,2045,37949851,56.130367,-106.346771,1366.14285714286,815.971583129536,101.142857142857,32.9118551743457,4.0334560485694,628.714285714286,256.259240648929,18884,13238.6290528519
"Alberta",2020-04-17,2397,50,1124,92805,14,67,4345737,53.9333,-116.5765,128.142857142857,551.575026284379,1.57142857142857,11.5055282912887,2.08594075928244,58.7142857142857,258.64427598817,7303,21355.4110614609
"British Columbia",2020-04-17,1618,78,966,60668,52,119,5020302,53.7267,-127.6476,24.7142857142857,322.29136812885,2.85714285714286,15.5369139147406,4.82076637824475,8.71428571428571,192.418703097941,1539,12084.5319664036
"Manitoba",2020-04-17,250,5,132,18856,4,8,1360396,53.7609,-98.8139,2.85714285714286,183.770019905969,0.142857142857143,3.67540039811937,2,5.71428571428571,97.0305705103514,507,13860.6699813878
"New Brunswick",2020-04-17,117,0,83,9900,3,5,772094,46.5653,-66.4619,0.714285714285714,151.535952876204,0,0,0,3.28571428571429,107.499864006196,586,12822.2729356788
"Newfoundland and Labrador",2020-04-17,256,3,176,5585,0,7,523790,53.1355,-57.6604,2.42857142857143,488.745489604613,0,5.72748620630405,1.171875,10.4285714285714,336.012524103171,215,10662.6701540694
"Nova Scotia",2020-04-17,606,4,177,20112,5,11,965382,44.682,-63.7443,28.4285714285714,627.730784290571,0.285714285714286,4.14343752006978,0.66006600660066,12,183.347110263088,1080,20833.2038509108
"Northwest Territories",2020-04-17,5,0,3,1566,0,0,44598,64.8255,-124.8457,0,112.112650791515,0,0,0,0.285714285714286,67.2675904749092,20,35113.6822279026
"Ontario",2020-04-17,10447,533,4556,136992,245,829,14446515,51.2538,-85.3232,520.428571428571,723.150185356122,37.8571428571429,36.89471128504,5.10194314157174,283.142857142857,315.3701775134,8899,9482.70222956886
"Prince Edward Island",2020-04-17,26,0,23,2184,0,0,154748,46.5107,-63.4168,0.142857142857143,168.01509551012,0,0,0,0.857142857142857,148.628738335875,35,14113.2680228501
"Quebec",2020-04-17,16798,688,3068,156557,207,1076,8433301,52.9399,-73.5491,731.571428571429,1991.86534430587,63.8571428571428,81.5813404501986,4.09572568162877,246.714285714286,363.795861193618,5047,18564.14232102
"Repatriated",2020-04-17,13,0,13,0,0,0,0,0,0,0,Inf,0,NA,0,0,Inf,0,NA
"Saskatchewan",2020-04-17,307,4,228,22207,1,6,1168423,52.9399,-106.4509,3.14285714285714,262.747309835565,0.142857142857143,3.42341771772723,1.30293159609121,13.1428571428571,195.134809910452,638,19005.9593143921
"Yukon",2020-04-17,9,0,7,852,0,0,40369,64.2823,-135,0.142857142857143,222.943347618222,0,0,0,0.428571428571429,173.400381480839,11,21105.303574525
"Canada",2020-04-17,32849,1365,10556,528284,531,2128,37949851,56.130367,-106.346771,1447.71428571429,865.58969625467,107.142857142857,35.9685206669191,4.15537763706658,647.142857142857,278.156559824174,25880,13920.5816644708
"Alberta",2020-04-18,2562,51,1162,96897,16,61,4345737,53.9333,-116.5765,141.857142857143,589.543269645632,1.57142857142857,11.7356388571145,1.99063231850117,55.4285714285714,267.388477489549,4092,22297.02349682
"British Columbia",2020-04-18,1647,81,987,60668,55,115,5020302,53.7267,-127.6476,28.8571428571429,328.067913045869,3.28571428571429,16.134487526846,4.91803278688525,11.7142857142857,196.601718382679,0,12084.5319664036
"Manitoba",2020-04-18,253,5,140,19193,4,7,1360396,53.7609,-98.8139,1.57142857142857,185.97526014484,0.142857142857143,3.67540039811937,1.97628458498024,6.28571428571429,102.911211147342,337,14108.391968221
"New Brunswick",2020-04-18,118,0,87,10347,3,5,772094,46.5653,-66.4619,0.857142857142857,152.831131960616,0,0,0,2.42857142857143,112.680580343844,447,13401.217986411
"Newfoundland and Labrador",2020-04-18,256,3,189,5871,3,6,523790,53.1355,-57.6604,2.14285714285714,488.745489604613,0,5.72748620630405,1.171875,9.85714285714286,360.831630997155,286,11208.690505737
"Nova Scotia",2020-04-18,649,7,184,20961,5,11,965382,44.682,-63.7443,31.5714285714286,672.272737631321,0.714285714285714,7.25101566012211,1.07858243451464,12.7142857142857,190.59812592321,849,21712.6484645456
"Northwest Territories",2020-04-18,5,0,3,1586,0,0,44598,64.8255,-124.8457,0,112.112650791515,0,0,0,0.285714285714286,67.2675904749092,20,35562.1328310687
